player_id,team_id,jersey_no,player_name,posi_to_play,dt_of_bir,age,playing_club
160318,1214,14,William Carvalho,MF,4/7/92,24,Sporting CP
160311,1214,15,Andre Gomes,MF,7/30/93,22,Valencia
160316,1214,16,Renato Sanches,MF,8/18/97,18,Benfica
160320,1214,17,Nani,FD,11/17/86,29,Fenerbahce
160315,1214,18,Rafa Silva,MF,5/17/93,23,Braga
160305,1214,19,Eliseu,DF,10/1/83,32,Benfica
160321,1214,20,Ricardo Quaresma,FD,9/26/83,32,Besiktas
160304,1214,21,Cedric,DF,8/31/91,24,Southampton
160300,1214,22,Eduardo,GK,9/19/82,33,Dinamo Zagreb
160310,1214,23,Adrien Silva,MF,3/15/89,27,Sporting CP
160325,1215,1,Keiren Westwood,GK,10/23/84,31,Sheff. Wednesday
160328,1215,2,Seamus Coleman,DF,10/11/88,27,Everton
160327,1215,3,Ciaran Clark,DF,9/26/89,26,Aston Villa
160331,1215,4,John OShea,DF,4/30/81,35,Sunderland
160330,1215,5,Richard Keogh,DF,8/11/86,29,Derby
160341,1215,6,Glenn Whelan,MF,1/13/84,32,Stoke
160338,1215,7,Aiden McGeady,MF,4/4/86,30,Sheff. Wednesday
160336,1215,8,James McCarthy,MF,11/12/90,25,Everton
160343,1215,9,Shane Long,FD,1/22/87,29,Southampton
160342,1215,10,Robbie Keane,FD,7/8/80,35,LA Galaxy
160337,1215,11,James McClean,MF,4/22/89,27,West Brom
160329,1215,12,Shane Duffy,DF,1/1/92,24,Blackburn
160334,1215,13,Jeff Hendrick,MF,1/31/92,24,Derby
160345,1215,14,Jon Walters,FD,9/20/83,32,Stoke
160326,1215,15,Cyrus Christie,DF,9/30/92,23,Derby
160323,1215,16,Shay Given,GK,4/20/76,40,Stoke
160332,1215,17,Stephen Ward,DF,8/20/85,30,Burnley
160339,1215,18,David Meyler,MF,5/29/89,27,Hull
160333,1215,19,Robbie Brady,MF,1/14/92,24,Norwich
160335,1215,20,Wes Hoolahan,MF,5/20/82,34,Norwich
160344,1215,21,Daryl Murphy,FD,3/15/83,33,Ipswich
160340,1215,22,Stephen Quinn,MF,4/1/86,30,Reading
160324,1215,23,Darren Randolph,GK,5/12/87,29,West Ham
160347,1216,1,Costel Pantilimon,GK,2/1/87,29,Watford
160353,1216,2,Alexandru Matel,DF,10/17/89,26,Dinamo Zagreb
160355,1216,3,Razvan Rat,DF,5/26/81,35,Rayo Vallecano
160354,1216,4,Cosmin Moti,DF,12/3/84,31,Ludogorets
160358,1216,5,Ovidiu Hoban,MF,12/27/82,33,H. Beer-Sheva
160349,1216,6,Vlad Chiriches,DF,11/14/89,26,Napoli
160357,1216,7,Alexandru Chipciu,MF,5/18/89,27,Steaua
160359,1216,8,Mihai Pintilii,MF,11/9/84,31,Steaua
160365,1216,9,Denis Alibec,FD,1/5/91,25,Astra
160363,1216,10,Nicolae Stanciu,MF,5/7/93,23,Steaua
160364,1216,11,Gabriel Torje,MF,11/22/89,26,Osmanlispor
160348,1216,12,Ciprian Tatarusanu,GK,2/9/86,30,Fiorentina
160367,1216,13,Claudiu Keeru,FD,12/2/86,29,Ludogorets
160366,1216,14,Florin Andone,FD,4/11/93,23,Cordoba
160351,1216,15,Valerica Gaman,DF,2/25/89,27,Astra
160350,1216,16,Steliano Filip,DF,5/15/94,22,Dinamo Bucuresti
160362,1216,17,Lucian Sanmartean,MF,3/13/80,36,Al-Ittihad
160361,1216,18,Andrei Prepelita,MF,12/8/85,30,Ludogorets
160368,1216,19,Bogdan Stancu,FD,6/28/87,28,Genclerbirligi
160360,1216,20,Adrian Popa,MF,7/24/88,27,Steaua
160352,1216,21,Dragos Grigore,DF,9/7/86,29,Al-Sailiya
160356,1216,22,Cristian Sapunaru,DF,4/5/84,32,Pandurii
160346,1216,23,Silviu Lung,GK,6/4/89,27,Astra
160369,1217,1,Igor Akinfeev,GK,4/8/86,30,CSKA Moskva
160378,1217,2,Roman Shishkin,DF,1/27/87,29,Lokomotiv Moskva
160379,1217,3,Igor Smolnikov,DF,8/8/88,27,Zenit
160374,1217,4,Sergei Ignashevich,DF,7/14/79,36,CSKA Moskva
160376,1217,5,Roman Neustadter,DF,2/18/88,28,Schalke
160372,1217,6,Aleksei Berezutski,DF,6/20/82,33,CSKA Moskva
160388,1217,7,Artur Yusupov,MF,9/1/89,26,Zenit
160380,1217,8,Denis Glushakov,MF,1/27/87,29,Spartak Moskva
160390,1217,9,Aleksandr Kokorin,FD,3/19/91,25,Zenit
160391,1217,10,Fedor Smolov,FD,2/9/90,26,Krasnodar
160383,1217,11,Pavel Mamaev,MF,9/17/88,27,Krasnodar
160371,1217,12,Yuri Lodygin,GK,5/26/90,26,Zenit
160381,1217,13,Aleksandr Golovin,MF,5/30/96,20,CSKA Moskva
160373,1217,14,Vasili Berezutski,DF,6/20/82,33,CSKA Moskva
160386,1217,15,Roman Shirokov,MF,7/6/81,34,CSKA Moskva
160370,1217,16,Guilherme,GK,12/12/85,30,Lokomotiv Moskva
160385,1217,17,Oleg Shatov,MF,7/29/90,25,Zenit
160382,1217,18,Oleg Ivanov,MF,8/4/86,29,Terek
160384,1217,19,Aleksandr Samedov,MF,7/19/84,31,Lokomotiv Moskva
160387,1217,20,Dmitri Torbinski,MF,4/28/84,32,Krasnodar
160377,1217,21,Georgi Schennikov,DF,4/27/91,25,CSKA Moskva
160389,1217,22,Artem Dzyuba,FD,8/22/88,27,Zenit
160375,1217,23,Dmitri Kombarov,DF,1/22/87,29,Spartak Moskva
160393,1218,1,Jan Mucha,GK,12/5/82,33,Slovan Bratislava
160398,1218,2,Peter Pekarik,DF,10/30/86,29,Hertha
160401,1218,3,Martin Skrtel,DF,12/15/84,31,Liverpool
160395,1218,4,Jan Durica,DF,12/10/81,34,Lokomotiv Moskva
160396,1218,5,Norbert Gyomber,DF,7/3/92,23,Roma
160404,1218,6,Jan Gregus,MF,1/29/91,25,Jablonec
160411,1218,7,Vladimir Weiss,MF,11/30/89,26,Al-Gharafa
160403,1218,8,Ondrej Duda,MF,12/5/94,21,Legia
160414,1218,9,Stanislav Sestak,FD,12/16/82,33,Ferencvaros
160410,1218,10,Miroslav Stoch,MF,10/19/89,26,Bursaspor
160413,1218,11,Adam Nemec,FD,9/2/85,30,Willem II
160394,1218,12,Jan Novota,GK,11/29/83,32,Rapid Wien
160406,1218,13,Patrik HroSovsky,MF,4/22/92,24,Plzen
160400,1218,14,Milan Skriniar,DF,2/11/95,21,Sampdoria
160397,1218,15,TomasHubocan,DF,9/17/85,30,Dinamo Moskva
160399,1218,16,Kornel Salata,DF,1/24/85,31,Slovan Bratislava
160405,1218,17,Marek Hamsik,MF,7/27/87,28,Napoli
160402,1218,18,Dusan Svento,DF,8/1/85,30,Koln
160407,1218,19,Juraj Kucka,MF,2/26/87,29,Milan
160408,1218,20,Robert Mak,MF,3/8/91,25,PAOK
160412,1218,21,Michal Duris,FD,6/1/88,28,Plzen
160409,1218,22,Viktor Pecovsky,MF,5/24/83,33,zilina
160392,1218,23,MatusKozacik,GK,12/27/83,32,Plzen
160415,1219,1,Lker Casillas,GK,5/20/81,35,Porto
160418,1219,2,Cesar Azpilicueta,DF,8/28/89,26,Chelsea
160423,1219,3,Gerard Pique,DF,2/2/87,29,Barcelona
160419,1219,4,Marc Bartra,DF,1/15/91,25,Barcelona
160427,1219,5,Sergio Busquets,MF,7/16/88,27,Barcelona
160429,1219,6,Andres Iniesta,MF,5/11/84,32,Barcelona
160435,1219,7,Alvaro Morata,FD,10/23/92,23,Juventus
160430,1219,8,Koke,MF,1/8/92,24,Atletico
160434,1219,9,Lucas Vazquez,FD,7/1/91,24,Real Madrid
160428,1219,10,Cesc Fabregas,MF,5/4/87,29,Chelsea
160437,1219,11,Pedro Rodriguez,FD,7/28/87,28,Chelsea
160420,1219,12,Hector Bellerin,DF,3/19/95,21,Arsenal
160416,1219,13,David de Gea,GK,11/7/90,25,Man. United
160432,1219,14,Thiago Alcantara,MF,4/11/91,25,Bayern
160424,1219,15,Sergio Ramos,DF,3/30/86,30,Real Madrid
160422,1219,16,Juanfran,DF,1/9/85,31,Atletico
160425,1219,17,Mikel San Jose,DF,5/30/89,27,Athletic
160421,1219,18,Jordi Alba,DF,3/21/89,27,Barcelona
160426,1219,19,Bruno Soriano,MF,6/12/84,32,Villarreal
160433,1219,20,Aritz Aduriz,FD,2/11/81,35,Athletic
160431,1219,21,David Silva,MF,1/8/86,30,Man. City
160436,1219,22,Nolito,FD,10/15/86,29,Celta
160417,1219,23,Sergio Rico,GK,9/1/93,22,Sevilla
160439,1220,1,Andreas Isaksson,GK,10/3/81,34,Kasimpasa
160446,1220,2,Mikael Lustig,DF,12/13/86,29,Celtic
160444,1220,3,Erik Johansson,DF,12/30/88,27,Kobenhavn
160442,1220,4,Andreas Granqvist,DF,4/16/85,31,Krasnodar
160447,1220,5,Martin Olsson,DF,5/17/88,28,Norwich
160451,1220,6,Emil Forsberg,MF,10/23/91,24,Leipzig
160454,1220,7,Sebastian Larsson,MF,6/6/85,31,Sunderland
160449,1220,8,Albin Ekdal,MF,7/28/89,26,Hamburg
160453,1220,9,Kim Kallstrom,MF,8/24/82,33,Grasshoppers
160459,1220,10,Zlatan Ibrahimovic,FD,10/3/81,34,Paris
160457,1220,11,Marcus Berg,FD,8/17/86,29,Panathinaikos
160440,1220,12,Robin Olsen,GK,1/8/90,26,Kobenhavn
160443,1220,13,Pontus Jansson,DF,2/13/91,25,Torino
160445,1220,14,Victor Lindelof,DF,7/17/94,21,Benfica
160452,1220,15,Oscar Hiljemark,MF,6/28/92,23,Palermo
160456,1220,16,Pontus Wernbloom,MF,6/25/86,29,CSKA Moskva
160441,1220,17,Ludwig Augustinsson,DF,4/21/94,22,Kobenhavn
160455,1220,18,Oscar Lewicki,MF,7/14/92,23,Malmo
160460,1220,19,Emir Kujovic,FD,6/22/88,27,Norrkoping
160458,1220,20,John Guidetti,FD,4/15/92,24,Celta
160448,1220,21,Jimmy Durmaz,MF,3/22/89,27,Olympiacos
160450,1220,22,Erkan Zengin,MF,8/5/85,30,Trabzonspor
160438,1220,23,Patrik Carlgren,GK,1/8/92,24,AIK
160463,1221,1,Yann Sommer,GK,12/17/88,27,Monchengladbach
160467,1221,2,Stephan Lichtsteiner,DF,1/16/84,32,Juventus
160468,1221,3,Francois Moubandje,DF,6/21/90,25,Toulouse
160465,1221,4,Nico Elvedi,DF,9/30/96,19,Monchengladbach
160471,1221,5,Steve von Bergen,DF,6/10/83,33,Young Boys
160466,1221,6,Michael Lang,DF,2/8/91,25,Basel
160480,1221,7,Breel Embolo,FD,2/14/97,19,Basel
160475,1221,8,Fabian Frei,MF,1/8/89,27,Mainz
160482,1221,9,Haris Seferovic,FD,2/22/92,24,Frankfurt
160477,1221,10,Granit Xhaka,MF,9/27/92,23,Monchengladbach
